Sr.No,Smiles,Solvent,AbsorptioMax (nm),EmissionMax (nm),Fluorescent labeling,Total Molweight,molFormula,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Rotatable Bonds,Weiner
15339,O=S1(=O)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)C1(C3=C(c4ccccc41)S(=O)(=O)c1cc(N(c4ccccc4)c4ccccc4)ccc13)c1ccccc12,CC#N,446,598,Yes,826.995,C53H34N2O4S2,9.4841,-11.949,6,0,571.59,0.11242,91.52,-2.8561,6,1.45E+04
15340,O=S1(=O)C2=C(c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc31)C1(C3=C(c4ccccc41)S(=O)(=O)c1cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc13)c1ccccc12,CCCCCC,424,485,Yes,979.19,C65H42N2O4S2,12.802,-16.121,6,0,691.11,0.092981,91.52,-1.5651,8,2.74E+04
15341,O=S1(=O)C2=C(c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc31)C1(C3=C(c4ccccc41)S(=O)(=O)c1cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc13)c1ccccc12,Cc1ccccc1,438,543,Yes,979.19,C65H42N2O4S2,12.802,-16.121,6,0,691.11,0.092981,91.52,-1.5651,8,2.74E+04
15342,O=S1(=O)C2=C(c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc31)C1(C3=C(c4ccccc41)S(=O)(=O)c1cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc13)c1ccccc12,C1CCOC1,431,599,Yes,979.19,C65H42N2O4S2,12.802,-16.121,6,0,691.11,0.092981,91.52,-1.5651,8,2.74E+04
15343,O=S1(=O)C2=C(c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc31)C1(C3=C(c4ccccc41)S(=O)(=O)c1cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc13)c1ccccc12,ClCCl,438,624,Yes,979.19,C65H42N2O4S2,12.802,-16.121,6,0,691.11,0.092981,91.52,-1.5651,8,2.74E+04
15344,O=S1(=O)C2=C(c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc31)C1(C3=C(c4ccccc41)S(=O)(=O)c1cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc13)c1ccccc12,CC#N,430,665,Yes,979.19,C65H42N2O4S2,12.802,-16.121,6,0,691.11,0.092981,91.52,-1.5651,8,2.74E+04
15345,Cc1ccsc1-c1cc2c3cc(-c4sccc4C)c4nc(C(F)(F)C(F)(F)C(F)(F)F)nc5c(-c6sccc6C)cc(c6cc(-c7sccc7C)c7nc(C(F)(F)C(F)(F)C(F)(F)F)nc1c7c26)c3c45,C1CCOC1,532,627,Yes,1050.98,C48H24F14N4S4,17.172,-19.666,4,0,650.26,0.19272,164.52,-65.277,10,1.89E+04
15346,CCCCCCc1ccsc1-c1cc2c3cc(-c4sccc4CCCCCC)c4nc(C(F)(F)C(F)(F)C(F)(F)F)nc5c(-c6sccc6CCCCCC)cc(c6cc(-c7sccc7CCCCCC)c7nc(C(F)(F)C(F)(F)C(F)(F)F)nc1c7c26)c3c45,C1CCOC1,521,627,Yes,1331.52,C68H64F14N4S4,26.105,-24.622,4,0,925.46,0.13541,164.52,-80.429,30,3.81E+04
15347,FC(F)(F)C(F)(F)C(F)(F)c1nc2c(-c3ccsc3)cc3c4cc(-c5ccsc5)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(-c7ccsc7)cc(c7cc(-c8ccsc8)c(n1)c2c37)c4c56,C1CCOC1,538,574,Yes,994.875,C44H16F14N4S4,14.84,-18.206,4,0,601.22,0.20844,164.52,-66.493,10,1.66E+04
15348,Cc1cscc1-c1cc2c3cc(-c4cscc4C)c4nc(C(F)(F)C(F)(F)C(F)(F)F)nc5c(-c6cscc6C)cc(c6cc(-c7cscc7C)c7nc(C(F)(F)C(F)(F)C(F)(F)F)nc1c7c26)c3c45,C1CCOC1,493,551,Yes,1050.98,C48H24F14N4S4,16.216,-19.582,4,0,650.26,0.19272,164.52,-66.517,10,1.89E+04
15349,CC(C)(C)/C=C1\C=C(c2ccccc2)C=C1c1ccccc1,C1CCOC1,400,460,Yes,286.417,C22H22,5.5389,-4.111,0,0,240.84,0,0,-3.264,3,1033
15350,C1=C(c2ccccc2)C=C(c2ccccc2)/C1=C/C1CCCCC1,C1CCOC1,365,420,Yes,312.455,C24H24,5.6445,-4.83,0,0,261.45,0,0,-5.0528,3,1337
15351,C1=C(c2ccccc2)C=C(c2ccccc2)/C1=C/c1ccccc1,C1CCOC1,438,500,Yes,306.407,C24H18,5.4168,-4.732,0,0,253.41,0,0,-0.29587,3,1337
15352,FC(F)(F)c1ccc(/C=C2\C=C(c3ccccc3)C=C2c2ccccc2)cc1,C1CCOC1,450,516,Yes,374.404,C25H17F3,6.2651,-5.51,0,0,282.87,0,0,-7.4859,4,2122
15353,COc1cc(/C=C2\C=C(c3ccccc3)C=C2c2ccccc2)cc(OC)c1,C1CCOC1,436,509,Yes,366.459,C26H22O2,5.2768,-4.768,2,0,297.93,0.06713,18.46,-0.31528,5,2039
15354,C1=C(c2ccccc2)C=C(c2ccccc2)/C1=C/c1cccc(Oc2ccccc2)c1,C1CCOC1,440,506,Yes,398.504,C30H22O,6.8124,-7.029,1,0,323.17,0.030943,9.23,-0.42253,5,2845
15355,C1=C(c2ccccc2)C=C(c2ccccc2)/C1=C/c1ccc(-c2cccs2)s1,C1CCOC1,439,503,Yes,394.561,C26H18S2,7.2052,-6.77,0,0,305.05,0.13349,56.48,2.2296,4,2105
15356,C1=C(c2ccccc2)C=C(c2ccccc2)/C1=C/c1ccc2ccc3cccc4ccc1c2c34,C1CCOC1,422,480,Yes,430.549,C34H22,8.4468,-9.188,0,0,332.79,0,0,-0.29587,3,3300
15357,C1=C(c2ccccc2)C=C(c2ccccc2)/C1=C/c1ccc2c(c1)Cc1ccccc1-2,C1CCOC1,384,451,Yes,394.516,C31H22,7.4351,-7.443,0,0,313.43,0,0,-0.45417,3,2746
15358,Cc1ccc(S(=O)(=O)Nc2c(/C=C/c3ccccc3)sc(-c3ccc(N(C)C)cc3)c2-c2ccsc2)cc1,CC#N,465,627,Yes,556.773,C31H28N2O2S3,7.6145,-9.568,4,1,417.8,0.2018,114.27,-7.1196,7,4494
15359,Cc1ccc(S(=O)(=O)Nc2c(/C=C/c3ccccc3)sc(-c3ccc(N(C)C)s3)c2-c2cccnc2)cc1,CC#N,395,610,Yes,557.761,C30H27N3O2S3,7.0423,-8.944,5,1,416.56,0.22873,127.16,-4.9431,7,4411
15360,Cc1ccc(S(=O)(=O)Nc2cc(-c3ccc(N(C)C)cc3)sc2/C=C/c2ccccc2)cc1,CC#N,415,604,Yes,474.647,C27H26N2O2S2,6.1709,-7.582,4,1,362.1,0.17661,86.03,-7.3642,6,3381
15361,COC(=O)/C=C/c1sc(-c2ccc(N(C)C)s2)c(-c2ccsc2)c1N,CC#N,472,557,Yes,390.551,C18H18N2O2S3,4.5425,-6.413,4,1,290.45,0.35442,140.28,-0.47104,6,1496
15362,COC(=O)/C=C/c1sc(-c2ccc(N(C)C)cc2)c(-c2cccnc2)c1N,CC#N,415,593,Yes,379.483,C21H21N3O2S,3.5441,-5.647,5,1,297.33,0.24616,96.69,-1.2124,6,1873
15363,COC(=O)/C=C/c1sc(-c2ccc(N(C)C)cc2)cc1N,CC#N,419,609,Yes,302.397,C16H18N2O2S,2.8858,-4.356,4,1,238.81,0.26054,83.8,-2.4233,5,1051
15364,COC(=O)/C=C/c1sc(-c2ccc(N(C)C)cc2)c(-c2ccc(OC)cc2)c1O,CC#N,451,606,Yes,409.505,C23H23NO4S,4.8066,-6.088,5,1,318.66,0.21983,87.24,-1.0247,7,2301
15365,COC(=O)/C=C/c1sc(-c2ccc(N(C)C)s2)c(-c2cn(C)c3ccccc23)c1O,CC#N,478,663,Yes,438.571,C23H22N2O3S2,5.2619,-6.329,5,1,328.4,0.26577,111.18,0.282,6,2347
15366,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2oc3c(c21)C1(c2ccccc2-c2ccccc21)c1ccccc1-3,C1CCOC1,367,393,Yes,544.652,C42H24O,9.5947,-20.262,1,0,388.33,0.036335,13.14,-0.76562,0,4723
15367,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2sc3c(c21)C1(c2ccccc2-c2ccccc21)c1ccccc1-3,C1CCOC1,373,403,Yes,560.719,C42H24S,10.541,-21.162,0,0,394.58,0.051599,28.24,1.0096,0,4723
15368,c1ccc(-n2c3c(c4c2-c2ccccc2C42c4ccccc4-c4ccccc42)C2(c4ccccc4-c4ccccc42)c2ccccc2-3)cc1,C1CCOC1,375,408,Yes,619.765,C48H29N,10.645,-22.917,1,0,447.6,0.015349,4.93,1.5611,1,6511
15369,c1ccc(-c2ccc(-c3ccccc3)s2)cc1,C1CCOC1,341,389,Yes,236.337,C16H12S,5.2406,-5.73,0,0,188.72,0.10788,28.24,0.69797,2,543
15370,c1ccc2c(c1)Cc1c-2sc2c1Cc1ccccc1-2,C1CCOC1,354,385,Yes,260.359,C18H12S,5.9588,-6.98,0,0,189.24,0.10759,28.24,1.1332,0,637
15371,CC(C)[Si](C#Cc1c2ccc(C(C)(C)C)cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2ccc(C(C)(C)C)cc12)(C(C)C)C(C)C,Cc1ccccc1,440,461,Yes,651.18,C44H66Si2,13.6,-9.822,0,0,545.56,0,0,-37.008,10,6905
15372,CC(C)[Si](C#Cc1c2ccc(C(C)(C)C)cc2c(C#Cc2c3ccc(C(C)(C)C)cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3ccc(C(C)(C)C)cc23)c2ccc(C(C)(C)C)cc12)(C(C)C)C(C)C,Cc1ccccc1,523,541,Yes,963.635,C68H90Si2,21.336,-16.39,0,0,798.7,0,0,-38.048,13,2.15E+04
15373,CC(C)[Si](C#Cc1c2ccc(C(C)(C)C)cc2c(C#Cc2c3ccc(C(C)(C)C)cc3c(C#Cc3c4ccc(C(C)(C)C)cc4c(C#C[Si](C(C)C)(C(C)C)C(C)C)c4ccc(C(C)(C)C)cc34)c3ccc(C(C)(C)C)cc23)c2ccc(C(C)(C)C)cc12)(C(C)C)C(C)C,Cc1ccccc1,570,589,Yes,1276.09,C92H114Si2,29.073,-22.958,0,0,1051.8,0,0,-38.048,16,4.82E+04
15374,CC(C)[Si](C#Cc1c2ccccc2c(C#Cc2c3ccccc3c(C#Cc3c4ccccc4c(C#Cc4c5ccccc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5ccccc45)c4ccccc34)c3ccccc23)c2ccccc12)(C(C)C)C(C)C,Cc1ccccc1,582,609,Yes,1139.68,C84H74Si2,24.154,-20.246,0,0,927.46,0,0,-35.24,11,4.49E+04
15375,CC(C)[Si](C#Cc1c2ccccc2c(C#Cc2c3ccccc3c(C#Cc3c4ccccc4c(C#Cc4c5ccccc5c(C#Cc5c6ccccc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6ccccc56)c5ccccc45)c4ccccc34)c3ccccc23)c2ccccc12)(C(C)C)C(C)C,Cc1ccccc1,585,623,Yes,1339.92,C100H82Si2,28.727,-24.494,0,0,1086.2,0,0,-35.24,12,7.36E+04
15376,CC(C)[Si](C#Cc1c2ccccc2c(C#Cc2c3ccccc3c(C#Cc3c4ccccc4c(C#Cc4c5ccccc5c(C#Cc5c6ccccc6c(C#Cc6c7ccccc7c(C#C[Si](C(C)C)(C(C)C)C(C)C)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)c3ccccc23)c2ccccc12)(C(C)C)C(C)C,Cc1ccccc1,589,629,Yes,1540.16,C116H90Si2,33.3,-28.742,0,0,1245,0,0,-35.24,13,1.13E+05
15377,F[B-]1(F)n2c(c3cc4ccccc4cc3c2-c2ccccc2)C=C2c3cc4ccccc4cc3C(c3ccccc3)=[N+]21,C1CCOC1,761,782,Yes,544.411,C37H23BF2N2,8.8832,-13.469,2,0,392.04,0.028594,16.61,-2.4736,2,5081
15378,F[B-]1(F)n2c(c3cc4ccccc4cc3c2-c2ccccc2)C=C2c3cc4ccccc4cc3C(c3ccccc3)=[N+]21,c1ccccc1,765,785,Yes,544.411,C37H23BF2N2,8.8832,-13.469,2,0,392.04,0.028594,16.61,-2.4736,2,5081
15379,F[B-]1(F)n2c(c3cc4ccccc4cc3c2-c2ccccc2)C=C2c3cc4ccccc4cc3C(c3ccccc3)=[N+]21,ClCCl,762,785,Yes,544.411,C37H23BF2N2,8.8832,-13.469,2,0,392.04,0.028594,16.61,-2.4736,2,5081
15380,F[B-]1(F)n2c(c3cc4ccccc4cc3c2-c2ccccc2)C=C2c3cc4ccccc4cc3C(c3ccccc3)=[N+]21,CN(C)C=O,764,788,Yes,544.411,C37H23BF2N2,8.8832,-13.469,2,0,392.04,0.028594,16.61,-2.4736,2,5081
15381,COc1ccccc1C1=[N+]2C(=Cc3c4cc5ccccc5cc4c(-c4ccccc4OC)n3[B-]2(F)F)c2cc3ccccc3cc21,C1CCOC1,738,760,Yes,604.462,C39H27BF2N2O2,8.7432,-13.505,4,0,436.56,0.071491,35.07,-2.4295,4,6379
15382,C1=C2c3cc4ccccc4cc3C3=[N+]2[B-]2(Oc4ccccc43)Oc3ccccc3-c3c4cc5ccccc5cc4c1n32,C1CCOC1,830,832,Yes,536.397,C37H21BN2O2,8.4,-14.805,4,0,372.34,0.083821,35.07,-3.849,0,4793
15383,F[B-]1(F)n2c(c3ccccc3c2-c2ccccc2)C=C2c3ccccc3C(c3ccccc3)=[N+]21,C1CCOC1,640,662,Yes,444.291,C29H19BF2N2,6.4944,-10.257,2,0,322.84,0.034723,16.61,-2.4736,2,2853
15384,COC(=O)c1[nH]c(-c2ccccc2)c2nnc3ccc(OC)cc3c12,ClCCl,392,475,Yes,333.346,C19H15N3O3,2.8333,-4.357,6,1,251.58,0.27415,77.1,-5.9692,4,1359
15385,COC(=O)c1[nH]c(-c2ccc(Br)cc2)c2nnc3ccc(OC)cc3c12,ClCCl,395,475,Yes,412.242,C19H14BrN3O3,3.5585,-5.191,6,1,270.21,0.25525,77.1,-7.7592,4,1536
15386,COC(=O)c1[nH]c(-c2ccc(OC)cc2)c2nnc3ccc(OC)cc3c12,ClCCl,401,504,Yes,363.372,C20H17N3O4,2.7633,-4.375,7,1,273.84,0.28838,86.33,-5.9692,5,1739
15387,COC(=O)c1[nH]c(-c2ccc([N+](=O)[O-])cc2)c2nnc3ccc(OC)cc3c12,ClCCl,436,549,Yes,378.343,C19H14N4O5,1.9117,-4.817,9,1,275.25,0.36109,122.92,-11.006,5,1944
15388,COC(=O)c1[nH]c(-c2ccccc2)c2nnc3ccsc3c12,ClCCl,401,478,Yes,309.348,C16H11N3O2S,2.5479,-3.972,5,1,225.26,0.35217,96.11,-4.7058,3,947
15389,COC(=O)c1[nH]c(-c2ccccc2)c2nnc3c4ccccc4oc3c12,ClCCl,403,473,Yes,343.341,C20H13N3O3,3.4774,-5.393,6,1,253.61,0.28816,81.01,-5.957,3,1497
15390,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(N(c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4)c4ccc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc4)cc3)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,ClCCl,349,422,Yes,1598.27,C116H120N6,32.438,-42.594,6,0,1242.8,0.027824,26.2,-3.4047,19,1.15E+05
15391,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc4c(c3)C(C)(C)c3cc(-c5ccc(N(c6ccc(-n7c8ccc(C(C)(C)C)cc8c8cc(C(C)(C)C)ccc87)cc6)c6ccc(-n7c8ccc(C(C)(C)C)cc8c8cc(C(C)(C)C)ccc87)cc6)cc5)ccc3-4)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,ClCCl,373,443,Yes,1790.53,C131H132N6,36.488,-46.953,6,0,1383.8,0.02499,26.2,-4.3715,20,1.67E+05
15392,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(-c4ccc(N(c5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5)c5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5)cc4)s3)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,ClCCl,396,465,Yes,1680.4,C120H122N6S,34.359,-44.622,6,0,1298.5,0.04231,54.44,-1.3394,20,1.33E+05
15393,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(-c4ccc(-c5ccc(N(c6ccc(-n7c8ccc(C(C)(C)C)cc8c8cc(C(C)(C)C)ccc87)cc6)c6ccc(-n7c8ccc(C(C)(C)C)cc8c8cc(C(C)(C)C)ccc87)cc6)cc5)s4)s3)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,ClCCl,418,494,Yes,1762.52,C124H124N6S2,36.281,-46.65,6,0,1354.2,0.055604,82.68,-1.3394,21,1.54E+05
15394,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(N(c8ccc(-n9c%10ccc(C(C)(C)C)cc%10c%10cc(C(C)(C)C)ccc%109)cc8)c8ccc(-n9c%10ccc(C(C)(C)C)cc%10c%10cc(C(C)(C)C)ccc%109)cc8)cc7)s6)s5)s4)s3)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,ClCCl,450,529,Yes,1926.77,C132H128N6S4,40.125,-50.706,6,0,1465.6,0.079161,139.16,-1.3394,23,2.01E+05
15395,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(-c4ccc(N(c5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5)c5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5)cc4)c4nsnc34)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,ClCCl,462,600,Yes,1732.43,C122H122N8S,34.613,-41.312,8,0,1330.6,0.057777,80.22,-1.6125,20,1.44E+05
15396,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccc(-n8c9ccc(C(C)(C)C)cc9c9cc(C(C)(C)C)ccc98)cc7)c7ccc(-n8c9ccc(C(C)(C)C)cc9c9cc(C(C)(C)C)ccc98)cc7)cc6)cc5)c5nsnc45)cc3)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,ClCCl,422,513,Yes,1884.63,C134H130N8S,37.932,-45.484,8,0,1450.2,0.053015,80.22,-1.6125,22,2.03E+05
15397,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccc(-n8c9ccc(C(C)(C)C)cc9c9cc(C(C)(C)C)ccc98)cc7)c7ccc(-n8c9ccc(C(C)(C)C)cc9c9cc(C(C)(C)C)ccc98)cc7)cc6)s5)c5nsnc45)s3)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,ClCCl,528,640,Yes,1896.68,C130H126N8S3,38.457,-45.368,8,0,1442,0.081551,136.7,-0.4415,22,1.89E+05
15398,Cc1ccccc1N1c2c(sc3ccccc23)Sc2sc3ccccc3c21,ClCCl,400,583,Yes,401.577,C23H15NS3,7.2681,-9.348,1,0,280.41,0.22025,85.02,1.2267,1,1540
15399,Clc1ccccc1N1c2c(sc3ccccc23)Sc2sc3ccccc3c21,ClCCl,400,574,Yes,421.995,C22H12ClNS3,7.5302,-9.74,1,0,283.57,0.21779,85.02,1.3683,1,1540
15400,CN(C)c1ccc(N2c3sc4ccccc4c3Sc3sc4ccccc4c32)cc1,ClCCl,319,424,Yes,430.619,C24H18N2S3,6.8055,-9.173,2,0,302.97,0.21557,88.26,3.1198,2,2002
15401,COc1ccc(N2c3sc4ccccc4c3Sc3sc4ccccc4c32)cc1,ClCCl,319,562,Yes,417.576,C23H15NOS3,6.8391,-9.155,2,0,290.41,0.2471,94.25,2.0989,2,1799
15402,Cc1ccccc1N1c2sc3ccccc3c2Sc2sc3ccccc3c21,ClCCl,325,564,Yes,401.577,C23H15NS3,7.253,-9.481,1,0,280.41,0.22025,85.02,2.13,1,1558
15403,Clc1ccc(N2c3sc4ccccc4c3Sc3sc4ccccc4c32)cc1,ClCCl,310,563,Yes,421.995,C22H12ClNS3,7.5151,-9.873,1,0,283.57,0.21779,85.02,2.2625,1,1598
15404,Clc1ccccc1N1c2sc3ccccc3c2Sc2sc3ccccc3c21,ClCCl,314,553,Yes,421.995,C22H12ClNS3,7.5151,-9.873,1,0,283.57,0.21779,85.02,2.2625,1,1558
15405,CN(C)c1ccc(N2c3sc4ccccc4c3Sc3c2sc2ccccc32)cc1,ClCCl,430,556,Yes,430.619,C24H18N2S3,6.7904,-9.306,2,0,302.97,0.21557,88.26,2.8865,2,2016
15406,COc1ccc(N2c3sc4ccccc4c3Sc3c2sc2ccccc32)cc1,ClCCl,425,549,Yes,417.576,C23H15NOS3,6.824,-9.288,2,0,290.41,0.2471,94.25,1.8376,2,1811
15407,Clc1ccc(N2c3sc4ccccc4c3Sc3c2sc2ccccc32)cc1,ClCCl,418,546,Yes,421.995,C22H12ClNS3,7.5,-10.006,1,0,283.57,0.21779,85.02,2.0032,1,1608
15408,Clc1ccccc1N1c2sc3ccccc3c2Sc2c1sc1ccccc21,ClCCl,421,541,Yes,421.995,C22H12ClNS3,7.5,-10.006,1,0,283.57,0.21779,85.02,2.0032,1,1568
15409,Clc1ccccc1N1c2c(sc3ccccc23)Sc2sc3ccccc3c21,Clc1ccccc1N1c2c(sc3ccccc23)Sc2sc3ccccc3c21,410,520,Yes,421.995,C22H12ClNS3,7.5302,-9.74,1,0,283.57,0.21779,85.02,1.3683,1,1540
15410,CN(C)c1ccc(N2c3sc4ccccc4c3Sc3sc4ccccc4c32)cc1,CN(C)c1ccc(N2c3sc4ccccc4c3Sc3sc4ccccc4c32)cc1,444,547,Yes,430.619,C24H18N2S3,6.8055,-9.173,2,0,302.97,0.21557,88.26,3.1198,2,2002
15411,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3cc4ccccc4cc23)cc1,ClCCl,493,503,Yes,380.489,C30H20,8.5612,-10.606,0,0,296.58,0,0,-2.1841,2,2087
15412,CCc1cccc(CC)c1-c1c2ccccc2c(-c2c(CC)cccc2CC)c2cc3ccccc3cc12,ClCCl,495,501,Yes,492.704,C38H36,11.599,-12.618,0,0,400.66,0,0,-2.68,6,3795
15413,C(#Cc1c2ccccc2c(-c2ccccc2)c2cc3ccccc3cc12)c1ccccc1,ClCCl,522,541,Yes,404.511,C32H20,9.086,-9.556,0,0,326.38,0,0,-5.9141,2,2656
15414,CCc1ccccc1-c1c2ccccc2c(C#Cc2ccccc2)c2cc3ccccc3cc12,ClCCl,522,537,Yes,432.565,C34H24,9.8455,-10.059,0,0,352.4,0,0,-6.41,3,3089
15415,CCc1cccc(CC)c1-c1c2ccccc2c(C#Cc2ccccc2)c2cc3ccccc3cc12,ClCCl,523,538,Yes,460.618,C36H28,10.605,-10.562,0,0,378.42,0,0,-6.41,4,3542
15416,O=c1oc2ccccc2cc1C#Cc1ccccc1,CC#N,342,406,Yes,246.264,C17H10O2,3.6413,-4.421,2,0,201.78,0.11418,26.3,-3.7653,1,754
15417,Cc1ccc(C#Cc2cc3ccccc3oc2=O)cc1,CC#N,345,416,Yes,260.291,C18H12O2,3.9852,-4.765,2,0,214.04,0.10764,26.3,-3.7719,1,884
15418,COc1ccc(C#Cc2cc3ccccc3oc2=O)cc1,CC#N,353,456,Yes,276.29,C18H12O3,3.5713,-4.439,3,0,224.04,0.14747,35.53,-3.6206,2,1034
15419,CC(C)Oc1ccc(C#Cc2cc3ccccc3oc2=O)cc1,CC#N,356,464,Yes,304.344,C20H16O3,4.3369,-5.117,3,0,248.8,0.1328,35.53,-4.0206,3,1378
15420,CN(C)c1ccc(C#Cc2cc3ccccc3oc2=O)cc1,ClCCl,406,550,Yes,289.333,C19H15NO2,3.5377,-4.457,3,0,236.6,0.11238,29.54,-2.2831,2,1186
15421,O=c1ccc2ccc(C#Cc3ccccc3)cc2o1,CC#N,300,364,Yes,246.264,C17H10O2,3.6814,-3.406,2,0,203.57,0.11318,26.3,-7.0482,1,778
15422,Cc1ccc(C#Cc2ccc3ccc(=O)oc3c2)cc1,CC#N,304,440,Yes,260.291,C18H12O2,4.0253,-3.75,2,0,215.83,0.10675,26.3,-7.0384,1,911
15423,COc1ccc(C#Cc2ccc3ccc(=O)oc3c2)cc1,CC#N,308,465,Yes,276.29,C18H12O3,3.6114,-3.424,3,0,225.83,0.1463,35.53,-6.8643,2,1064
15424,CC(C)Oc1ccc(C#Cc2ccc3ccc(=O)oc3c2)cc1,CC#N,310,470,Yes,304.344,C20H16O3,4.377,-4.102,3,0,250.59,0.13185,35.53,-7.2398,3,1414
15425,CN(C)c1ccc(C#Cc2ccc3ccc(=O)oc3c2)cc1,CC#N,333,438,Yes,289.333,C19H15NO2,3.5778,-3.442,3,0,238.39,0.11154,29.54,-5.4215,2,1219
15426,c1cc2c3c(cccc3c1)-c1c-2c2c3ccccc3c3ccc4c5c6c(c7c8ccccc8c8ccc9c%10c%11c(c%12c%13ccccc%13c%13ccc%14c1c1c2c3c4c2c1c1c%14c%13c%12c%10c1c1c9c8c7c5c21)-c1cccc2cccc-%11c12)-c1cccc2cccc-6c12,C1CCOC1,475,594,Yes,1117.28,C90H36,26.74,-41.342,0,0,718.86,0,0,-2.1841,0,3.04E+04
15427,COc1c2ccccc2c(OC)c2c(C#CC(C)(C)C)c3cc4sccc4cc3c(C#CC(C)(C)C)c12,ClCCl,624,634,Yes,504.692,C34H32O2S,10.461,-11.513,2,0,406.1,0.099384,46.7,-7.7955,4,3599
15428,COc1c2ccccc2c(OC)c2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc4sccc4cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c12,ClCCl,639,648,Yes,705.165,C44H56O2Si2S,12.329,-10.383,2,0,560.84,0.071963,46.7,-32.747,10,7655
15429,COc1c2ccccc2c(OC)c2c(C#Cc3ccccc3)c3cc4sccc4cc3c(C#Cc3ccccc3)c12,ClCCl,656,672,Yes,544.673,C38H24O2S,10.31,-9.781,2,0,431.24,0.093591,46.7,-4.6862,4,4951
15430,COc1c2ccccc2c(OC)c2c(C#CC(C)(C)C)c3cc4ccccc4cc3c(C#CC(C)(C)C)c12,ClCCl,672,682,Yes,498.664,C36H34O2,10.817,-11.88,2,0,410.16,0.048761,18.46,-8.7886,4,3877
