Sr.No,Smiles,Solvent,AbsorptionMax (nm),EmissionMax (nm),Fluorescent labeling,Total Molweight,molFormula,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Rotatable Bonds,Weiner
14863,c1ccc(Cc2c3ccc(=[N+]4CCCCC4)cc-3oc3cc(N4CCCCC4)ccc23)cc1,ClCCl,566,582,Yes,437.605,C30H33N2O,5.3323,-5.31,3,0,337.82,0.024717,15.48,0.73549,3,3128
601,COc1c2ccccc2c(OC)c2c1c1cc(C)ccc1n2C,CC#N,412,431,Yes,305.376,C20H19NO2,4.547,-5.291,3,0,235.3,0.11419,23.39,0.56736,2,989
15254,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3ccc(C#N)cc3)c(C#Cc3ccc(N(CCCC)CCCC)cc3)cc2C#Cc2ccc(C#N)cc2)cc1,ClCCl,454,563,Yes,783.073,C56H54N4,15.12,-10.738,4,0,709.68,0.048219,54.06,-7.4283,18,18300
7329,CN(C)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCO,393,602,Yes,383.368,C22H16F3NO2,5.1862,-6.199,3,0,270.86,0.098169,29.54,-6.5672,3,2024
10461,F[B-]1(F)OC(c2ccccc2)=C(c2ccccc2)c2oc3ccccc3[n+]21,C1CCOC1,344,389,Yes,361.154,C21H14BF2NO2,4.4726,-6.669,3,0,258.49,0.097992,30.76,-5.0834,2,1579
2114,CNCCCN1c2ccccc2CCc2ccccc21,O,275,400,Yes,266.387,C18H22N2,3.6244,-4.279,2,1,222.34,0.067509,15.27,2.1225,4,759
14586,C(/C=C/c1ccc2ncnc(Nc3ccccc3)c2c1)=C\c1ccccc1,ClC(Cl)Cl,361,422,Yes,349.436,C24H19N3,6.1587,-6.664,3,1,289.36,0.11543,37.81,-0.38557,5,2164
1375,N#Cc1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,C1CCCCC1,377,444,Yes,295.344,C20H13N3,3.9866,-7.334,3,0,238.5,0.13618,41.09,-2.9356,2,1163
8327,CC1=N/C(=C\c2ccccc2N(C)C)C(=O)N1C,CS(C)=O,398,552,Yes,243.309,C14H17N3O,1.1791,-2.287,4,0,194.83,0.16245,35.91,4.9367,2,600
7420,N#Cc1ccc(C2=Cc3ccccc3P2(=O)c2ccccc2)cc1,ClCCl,350,426,Yes,327.322,C21H14NOP,4.7513,-5.215,2,0,249.47,0.12258,50.67,-17.423,2,1221
13151,CC1(C)c2ccccc2N(c2ccccc2)c2ccc(C(=O)c3ccc4c(c3)C(C)(C)c3ccccc3N4c3ccccc3)cc21,Cc1ccccc1,371.57,413.64,Yes,596.772,C43H36N2O,9.4422,-12.442,3,0,453.27,0.044433,23.55,-1.1539,4,7485
2818,CCN(CC)c1ccc(/C=C/C2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,ClCCl,587,634,Yes,482.333,C26H29BF2N2O4,4.6383,-4.377,6,0,355.57,0.11289,42.01,-5.0412,8,4008
3441,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccccc3)n1[B-]2(F)F,CCCCCCCCO,612,623,Yes,370.209,C23H17BF2N2,4.6533,-6.967,2,0,282.35,0.039702,16.61,-6.2115,1,1833
4910,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CC(O)CO,398.49,455.5,Yes,628.767,C40H40N2O5,9.7342,-12.3,7,1,491.24,0.16819,90.66,-60.799,12,9467
14482,CCC1=C(C)C2=Cc3ccccc3B(O)N2C1=O,CO,359,411,Yes,239.081,C14H14BNO2,2.6103,-1.521,3,1,181.17,0.16388,40.54,-2.4335,1,529
2288,Oc1ccc2ccc3cccc4ccc1c2c34,C1CCOC1,385.25,387.85,Yes,218.254,C16H10O,4.3439,-5.776,1,1,158.99,0.082395,20.23,-2.2721,0,428
5802,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c%12c%13c%14c%15c%16c%17c%14c%14c%18c%13c%11c1c1c5c%10c5c(c%14c%10c%17c%11c%13c%16c%14c%16c%15c%12c%12c%16c(c2c7c%126)c2c8c3c(c%13c%142)c2c9c4c5c%10c%112)c%181,CC1CCCCC1,470,650,Yes,852.865,C70H10,11.38,-16.623,0,0,364.72,0,0,-0.62265,0,12400
2823,CCN(CC)c1ccc(/C=C/C2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,CO,582,637,Yes,482.333,C26H29BF2N2O4,4.6383,-4.377,6,0,355.57,0.11289,42.01,-5.0412,8,4008
7405,CN(C)c1ccc(/C=C/C(=O)c2ccc(Cl)cc2)cc1,CO,428,544,Yes,285.773,C17H16ClNO,3.8062,-4.612,2,0,227.51,0.07292,20.31,1.7195,4,960
6298,C(#Cc1cccs1)C(C#Cc1cccs1)=Cc1ccc(C=C(C#Cc2cccs2)C#Cc2cccs2)s1,ClC(Cl)Cl,486,550,Yes,560.809,C32H16S5,11.284,-11.548,0,0,460.62,0.22101,141.2,-2.1296,6,5103
13774,CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](c3ccc5cc6ccccc6cc5c3)(Oc3ccccc3-4)[N+]2=C1C,CC#N,621,635,Yes,528.461,C37H29BN2O,8.5903,-12.864,3,0,389.54,0.054449,25.84,-1.7706,2,4617
3600,COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCO,345,438,Yes,486.594,C31H22N2O2S,8.002,-10.99,4,0,378.81,0.17531,76.39,2.017,6,5234
15449,CC(C)[Si](C#Cc1ccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c4ccccc4c(=O)c4ccccc4c3nc12)(C(C)C)C(C)C,ClCCl,379,455,Yes,669.071,C43H52N2OSi2,10.842,-8.666,3,0,537.87,0.065034,42.85,-32.748,8,7905
9395,c1ccc2c(-n3c4ccccc4c4ccccc43)cccc2c1,CO,323,401,Yes,293.368,C22H15N,5.6727,-8.537,1,0,226.02,0.030396,4.93,0.1816,1,1031
1124,Cn1c(=O)c(/N=N/c2cc(S(=O)(=O)O)ccc2C(=O)O)c(O)c2ccccc21,ClCCl,420,516,Yes,403.37,C17H13N3O7S,-0.1584,-2.591,10,3,271.15,0.44451,165.31,-3.5922,4,2016
10429,Cc1cc(-c2ccccc2)nc2c1ccc1nc(-c3ccccc3)cn12,CC#N,347,458,Yes,335.409,C23H17N3,5.0453,-8.348,3,0,262.41,0.11391,30.19,1.0925,2,1627
12377,CC(=O)c1cc2c(cc1F)NC(C)(C)CC2=O,CC#N,352,417,Yes,235.257,C13H14FNO2,1.721,-3.961,3,1,174.02,0.21572,46.17,0.29892,1,476
12787,Cc1cc(-c2ccc(-c3ccccc3)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,C1CCOC1,341,418,Yes,487.605,C35H25N3,8.3654,-12.304,3,0,380.48,0.07572,30.71,-0.0025936,4,5183
11893,Cn1nc(-c2ccccc2)c2nc3cc(F)ccc3nc21,CC#N,424,535,Yes,278.289,C16H11FN4,2.7328,-4.522,4,0,206.31,0.19282,43.6,1.1854,1,871
8620,CN(C)c1ccc(/C=C/C(=C(C#N)C#N)c2ccc3c4c(cccc24)CC3)cc1,CN(C)C=O,505,606,Yes,375.474,C26H21N3,5.4048,-6.407,3,0,309.3,0.099159,50.82,-8.87,4,2263
3172,O=C([O-])c1ccccc1O,O,296,407,Yes,137.114,C7H5O3,-1.277,-1.333,3,1,104.89,0.38536,60.36,-1.4375,1,114
3166,CN(C)c1ccc(/C=C/c2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,CC#N,380,530,Yes,353.428,C22H19N5,3.4782,-6.005,5,0,297.74,0.16293,68.64,-3.4111,4,2214
10155,Nc1ccc2c(c1)-c1ccccc1C2=O,CCO,429,592,Yes,195.22,C13H9NO,2.4986,-4.792,2,1,145.79,0.19418,43.09,-0.88417,0,321
6114,C#Cc1cccc2ccccc12,CO,309,332,Yes,152.196,C12H8,2.9552,-2.655,0,0,131.67,0,0,-2.0007,0,182
6562,CC(C)(C)c1ccc2c3c(c4ccc(C(C)(C)C)cc4c2c1)=[N+]1C(=C(c2ccccc2)c2c(Br)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]1(F)F)C=3Br,C1CCCCC1,689,711,Yes,950.655,C55H53BBr2F2N2,16.065,-19.753,2,0,625.69,0.017916,16.61,-11.587,5,14200
1326,COc1ccc(-n2nc(C#N)c(N3CCCC3)n2)cc1,CC#N,340,418,Yes,269.307,C14H15N5O,1.5585,-3.203,6,0,215.55,0.25943,66.97,0.23426,3,838
9601,CC1(C)CC(=O)C2=C(C1)Oc1ccc3cc(O)ccc3c1C2c1ccccn1,CC#N,349,378,Yes,371.435,C24H21NO3,4.198,-5.16,4,1,271.35,0.17361,59.42,-0.67686,1,1739
3375,COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1,CO,364,448,Yes,327.427,C17H13NO2S2,5.0419,-6.57,3,0,250.89,0.29607,98.73,-3.6963,4,1117
14424,COc1ccc(/C=C/C(F)(F)F)c(N)c1,C1CCOC1,339,410,Yes,217.189,C10H10F3NO,2.4872,-3.358,2,1,160,0.15794,35.25,-8.4568,3,398
10097,COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CC#N,511,531,Yes,354.163,C19H17BF2N2O2,2.5897,-5.891,4,0,257.96,0.13277,42.91,-3.9066,3,1516
6717,C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,CC#N,400,557,Yes,262.331,C18H16NO,-0.2092,-3.93,2,1,210.03,0.075513,24.11,-1.8608,2,920
11685,CCC1(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C1CCOC1,400,482,Yes,637.716,C47H48BN,12.107,-12.298,1,0,519.47,0.0068339,3.24,-5.278,8,8463
14305,COc1ccc(OC)c(C=O)c1,NC=O,356,464,Yes,166.175,C9H10O3,1.4529,-1.976,3,0,137.32,0.24061,35.53,-3.9857,3,198
3445,CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccc(F)cc3)n1[B-]2(F)F,CCCCCCCCO,613,623,Yes,388.199,C23H16BF3N2,4.7541,-7.281,2,0,288.7,0.038829,16.61,-7.5515,1,2060
10784,CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(Cl)ccc12,O,377,472,Yes,306.772,C15H17ClN3O2,1.7084,-1.513,5,1,215.44,0.15587,52.9,-0.38931,3,820
6991,CN(C)c1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,CN(C)C=O,426,699,Yes,496.572,C35H20N4,7.6148,-7.079,4,0,441.89,0.10009,74.61,-7.6306,4,6436
9526,O=C1Nc2ccccc2/C1=C/C(=O)c1ccc(Cl)cc1Cl,CN(C)C=O,340,411,Yes,318.158,C16H9Cl2NO2,2.9149,-4.929,3,1,222.03,0.16908,46.17,3.3317,2,928
673,[O-][n+]1c(/C=C/c2cccs2)nc(N2CCOCC2)c2c1CCCC2,ClCCl,400,534,Yes,343.45,C18H21N3O2S,2.8152,-6.17,5,0,259.65,0.22777,79.06,-3.6808,3,1311
5178,C[NH+](C)c1c2ccccc2cc2ccccc12,O,389,400,Yes,222.31,C16H16N,3.245,-4.864,1,1,191.32,0.09194,4.44,-2.9612,1,452
14627,CCC1=C(C)C(=O)n2c1cc1c(C)c(CCC(=O)O)c(C)n1c2=O,CO,425,535,Yes,328.367,C18H20N2O4,3.0864,-3.41,6,1,243.31,0.25745,79.61,2.7111,4,1234
6082,C#CCNC1=C2C=C(c3cc4n(c3)[B-](F)(F)[N+]3=CC=CC3=C4c3c(C)cc(C)cc3C)C(C)=[N+]2[B-](F)(F)n2c(C)ccc21,C1CCCCC1,568,633,Yes,581.231,C32H29B2F4N5,3.4246,-10.235,5,1,423.93,0.079919,45.25,-1.3616,4,5793
15468,COC(=O)C1=C(C(=O)OC)C2(c3ccccc3-c3c(C(=O)OC)cccc32)[C@@H](c2ccc(Cl)cc2)C=C2c3cc(OC)c(OC)cc3CCN21,ClCCl,311,439,Yes,692.162,C40H34ClNO8,7.2815,-7.283,9,0,500.37,0.1852,100.6,1.3133,9,7415
14711,Cc1cc(=O)oc2cc3c4ccccc4c4ccccc4c3cc12,CO,377,420,Yes,310.351,C22H14O2,5.1588,-6.917,2,0,228.28,0.10093,26.3,-7.2087,0,1157
15780,Cc1c(COC(=O)c2ccccc2Br)n2c(OCC(=O)c3ccccc3Br)c(C)c(=O)n2c1=O,CCO,382,458,Yes,590.223,C24H18Br2N2O6,3.0695,-6.62,8,0,352.76,0.22469,93.22,1.5268,8,3567
8742,COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)c(OC)c3)=[O+][B-](F)(F)O2)cc1OC,ClC(Cl)Cl,500,555.07,Yes,444.237,C23H23BF2O6,4.0439,-3.917,6,0,333.97,0.14971,46.15,-8.337,8,3423
1542,N#Cc1ccc(-c2ccc(C3=CCC(c4ccccc4)CC3)s2)s1,CCO,366,444,Yes,347.505,C21H17NS2,6.4824,-7.033,1,0,271.36,0.20003,80.27,-5.5,3,1526
5916,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,CC(C)OC(C)C,443,544,Yes,327.342,C20H13N3O2,1.5839,-3.555,5,3,237.74,0.2756,77.75,3.3968,2,1342
5621,c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,CN(C)C=O,390,566,Yes,422.53,C31H22N2,7.5461,-10.085,2,0,330.8,0.043894,16.13,0.1816,4,3264
1353,COc1ccc(-n2nc(C(=O)N3CCCC3)c(N3CCCC3)n2)cc1,ClC(Cl)Cl,331,411,Yes,341.414,C18H23N5O2,2.2192,-2.759,7,0,263.43,0.22378,63.49,6.2991,4,1488
9910,Oc1ccccc1/C=N/N=C/c1ccccc1O,CCCCCC,361,578.03,Yes,240.261,C14H12N2O2,4.0942,-3.54,4,2,195.24,0.2521,65.18,1.5181,3,721
13444,CN(C)c1ccc(-c2ccc(-c3cc(N4CCCCC4)c(C#N)c4c3-c3ccccc3CC4)s2)cc1,ClC(Cl)Cl,377,540,Yes,489.685,C32H31N3S,7.9376,-10.169,3,0,384.63,0.10665,58.51,-1.699,4,3866
2694,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,520,534,Yes,318.217,C18H25BF2N2,3.695,-5.639,2,0,243.43,0.04605,16.61,-1.8956,2,970
5950,c1ccc(-c2c3c(c(-c4ccccc4)c4cc5ccccc5cc24)Cc2c(c(-c4ccccc4)c4cc5ccccc5cc4c2-c2ccccc2)C3)cc1,ClCCl,392,402,Yes,684.88,C54H36,15.452,-18.72,0,0,524.48,0,0,-2.3702,4,9619
1177,CN1c2ccccc2C(O)(c2ccccc2)c2cc([N+](=O)[O-])ccc21,CO,396,544.7,Yes,332.358,C20H16N2O3,3.3632,-4.588,5,1,242.27,0.19429,69.29,-3.7566,2,1260
2939,CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CO,389,561,Yes,388.466,C24H24N2O3,4.1184,-4.565,5,1,294.42,0.17353,58.64,-0.7837,5,2011
1330,N#Cc1nn(-c2cc(F)cc(F)c2)nc1N1CCCC1,CC#N,350,435,Yes,275.261,C13H11F2N5,1.8301,-3.813,5,0,205.99,0.22292,57.74,-0.92608,2,799
11713,O=C1NC(=O)/C(=C\c2ccccc2O)S1,CO,352,428,Yes,221.236,C10H7NO3S,1.1437,-2.853,4,2,155.27,0.43878,91.7,3.0173,1,371
1984,CC(C)(C)c1ccc2cc3c4cccc5cccc(c6cc(C(C)(C)C)cc(c2c1)c63)c54,CC1CCCCC1,438,445,Yes,414.59,C32H30,10.065,-11.84,0,0,317.7,0,0,-5.4582,2,2442
15543,N#Cc1cc2ccc3cccc4ccc(c1)c2c34,CCCCCC,388,388,Yes,227.265,C17H9N,4.5252,-6.845,1,0,174.35,0.077775,23.79,-6.0498,0,523
3893,COc1ccc(C(=O)NN2C3=C(CC4=C2CCCC4=O)C(=O)CCC3)cc1,CCCCCO,376,445,Yes,366.416,C21H22N2O4,2.0499,-4.091,6,1,272.19,0.23561,75.71,-0.24517,3,1776
7436,O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2ccccc21,CC#N,407,577,Yes,469.523,C32H24NOP,7.5101,-8.618,2,0,357.58,0.057526,30.12,-11.69,5,3640
14904,CCn1c2ccccc2c2c3nsnc3c3c4ccccc4n(CC)c3c21,ClCCl,420,497,Yes,370.479,C22H18N4S,5.6664,-1.636,4,0,270.16,0.20743,63.88,2.6922,2,1464
10052,COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CN(C)C=O,378,426,Yes,284.357,C21H16O,5.6376,-6.932,1,0,224.48,0.044547,9.23,-1.9535,2,907
1196,O=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)[C@H]1[C@H](c2ccccc2)C[C@](O)(c2ccccn2)C[C@]1(O)c1ccccn1,CC#N,364,523,Yes,617.747,C41H35N3O3,6.7839,-8.955,6,2,470.17,0.13767,86.55,2.0348,8,7732
11,CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCCCC1,376,433,Yes,285.264,C14H14F3NO2,2.7689,-3.475,3,0,204.02,0.13033,29.54,-7.2449,4,776
12062,COc1ccc2c3c(c4ccc(OC)cc4c2c1)C(C)(C)c1ccc2ccccc2c1-3,C1CCCCC1,391,396,Yes,404.508,C29H24O2,7.4939,-8.743,2,0,302.77,0.066057,18.46,-3.0684,2,2221
10085,CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,513,526,Yes,296.127,C17H15BF2N2,2.6767,-5.75,2,0,217.95,0.051434,16.61,-1.8384,1,874
5100,Cc1c2oc3c(C)c(N)cc(C(=O)NC4OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C5CCCN5C(=O)C(C(C)C)NC4=O)c3nc-2c(C(=O)NC2OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C3CCCN3C(=O)C(C(C)C)NC2=O)c(N)c1=O,CCCCOC(C)=O,524.07,624.05,Yes,1214.34,C58H79N13O16,-2.62,-3.529,29,6,878.22,0.35152,381.56,8.3261,8,41000
15703,CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4c(Br)ccc2c43)=N1,Cc1ccccc1,498,524,Yes,484.175,C22H17BBrF2N3S,6.2394,-10.572,3,0,292.25,0.12537,52.23,-8.374,1,2170
2419,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCC(C)CC,339.31,382.98,Yes,487.554,C28H29N3O5,5.5483,-7.537,8,2,379.96,0.2476,102.69,-55.463,10,4829
1687,CCCCc1ccc2ccc3cccc4ccc1c2c34,CCCCCC,338,377,Yes,258.363,C20H18,6.3579,-7.115,0,0,206.18,0,0,-7.9676,3,732
570,O=C1/C(=C2\Sc3ccc(S(=O)(=O)Nc4ccccc4)cc3C2=O)Sc2ccc(S(=O)(=O)Nc3ccccc3)cc21,CN(C)C=O,542,604,Yes,606.723,C28H18N2O6S4,2.871,-8.426,8,2,399.02,0.35372,193.84,2.5792,4,5864
3031,F[B-]1(F)n2cccc2C2=[N+]1c1cccc3cccc(c13)N2,CO,335,533,Yes,281.072,C15H10BF2N3,1.993,-6.784,3,1,190.07,0.11927,28.64,-2.9888,0,751
4730,Nc1cc(N)cc(-c2nc3ccccc3s2)c1,CCOCC,360,457,Yes,241.317,C13H11N3S,2.1372,-3.329,3,2,179.36,0.34495,93.17,0.69219,1,507
7784,CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc(N(CC)CC)ccc12,CCO,595,642,Yes,539.65,C33H35N2O5,2.8462,-5.057,7,0,408.48,0.13325,68.08,-2.2679,9,4891
10770,N#C/C=C/c1ccc2ccc3cccc4ccc1c2c34,C1CCOC1,372,425,Yes,253.303,C19H11N,5.0258,-7.128,1,0,200.85,0.067513,23.79,-5.7069,1,732
4917,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CC(C)CC(C)(C)C,398.49,419,Yes,628.767,C40H40N2O5,9.7342,-12.3,7,1,491.24,0.16819,90.66,-60.799,12,9467
3269,N#Cc1coc2ccccc2c1=O,C1CCOC1,316,373,Yes,171.155,C10H5NO2,1.0949,-2.93,3,0,133.93,0.27328,50.09,-4.3491,0,228
2166,c1ccc(-c2nc3c(ccc4[nH]ccc43)o2)cc1,O,321,459,Yes,234.257,C15H10N2O,3.3538,-5.131,3,1,180.24,0.21677,41.82,-0.36887,1,581
11858,CC1(C)Oc2c(c3nc4ccccc4nc3c3ccccc23)CC1Br,C1CCCCC1,423.01,431.03,Yes,393.283,C21H17BrN2O,5.3375,-6.017,3,0,250.9,0.1273,35.01,-9.1418,0,1280
4943,CNc1ccc(/C=C/C#N)cc1,CO,356,423,Yes,158.203,C10H10N2,1.6428,-2.732,2,1,145.19,0.17233,35.82,-4.4442,2,226
6130,CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,C1CCOC1,525.1,566.6,Yes,374.325,C22H33BF2N2,5.3015,-6.633,2,0,285.77,0.039227,16.61,-5.7444,2,1510
6748,CC(C)(C)c1ccc(-c2ccc3c(-c4ccc(C(C)(C)C)c5ccccc45)cc4c5cc(-c6ccc(C(C)(C)C)c7ccccc67)ccc5c(-c5ccc(C(C)(C)C)c6ccccc56)cc4c3c2)c2ccccc12,ClCCl,300,405,Yes,957.354,C74H68,22.985,-25.842,0,0,743.26,0,0,-5.4582,8,24100
13165,CC1(C)c2ccccc2N(c2ccc3c(c2)c2ccccc2n2c4ccccc4nc32)c2ccccc21,Cc1ccccc1,376,437,Yes,475.594,C34H25N3,7.8791,-11.763,3,0,352.32,0.063777,20.54,-0.85953,1,3819
5302,O=P1(c2ccccc2)c2ccc(N3c4ccccc4Sc4ccccc43)cc2-c2cc(N3c4ccccc4Sc4ccccc43)ccc21,Cc1ccccc1,422,559,Yes,670.795,C42H27N2OPS2,10.814,-15.607,3,0,470.67,0.12557,83.96,-11.731,3,7771
3968,Cc1cccc2cc3c(=O)n(C)c(=O)n(C)c3nc12,CCO,359,423,Yes,255.276,C14H13N3O2,2.1345,-3.692,5,0,186,0.23737,53.51,0.73234,0,620
3733,CCCCCC(=O)c1c2c(c(C(=O)CCCCC)c3c1OC1(CCCC1)O3)OC1(CCCC1)O2,CC#N,444,561,Yes,470.604,C28H38O6,7.2736,-7.896,6,0,360.26,0.18342,71.06,-10.782,10,3124
1674,N#Cc1cc(N2c3ccccc3Sc3ccccc32)c(N2c3ccccc3Sc3ccccc32)cc1C#N,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,551,605,Yes,522.655,C32H18N4S2,7.6852,-12.914,4,0,384.3,0.18007,104.66,-3.7242,2,3827
2680,COC(=O)/C=C/C=C/C1=CC2=C(c3c(C)cc(C)cc3C)c3cc(/C=C/C=C/C(=O)OC)cn3[B-](F)(F)[N+]2=C1,ClCCl,633,662,Yes,530.377,C30H29BF2N2O4,4.8555,-7.374,6,0,416.23,0.13764,69.21,-5.8773,9,5192
11449,CCN(CC)c1ccc(/N=N/c2nc3ccc(OC)cc3s2)cc1,CC#N,515,583,Yes,340.45,C18H20N4OS,5.3032,-5.729,5,0,269.94,0.25154,78.32,-2.4727,6,1593
15795,C=CC(=O)Oc1ccc2cc(C=C)c(=O)oc2c1,CC#N,320,430,Yes,242.229,C14H10O4,2.4621,-3.212,4,0,189.05,0.24375,52.6,-10.537,4,634
15741,O=C(O)C1=C(C(=O)O)C2=C[C@H]3c4ccccc4[C@]2(S1)c1ccccc13,ClCCl,410,503,Yes,348.377,C20H12O4S,2.0216,-5.368,4,2,228.75,0.30501,99.9,2.055,2,1186
14852,COc1ccc2nc(N)n[n+]([O-])c2c1,CC#N,430,509,Yes,192.178,C8H8N4O2,0.3061,-3.249,6,1,138.21,0.44476,86.49,-3.1611,1,286
10875,COc1c(-c2ccc(N(C)C)cc2)oc2ccccc2c1=O,CC#N,375,490.48,Yes,295.337,C18H17NO3,3.1973,-3.839,4,0,227.27,0.161,38.77,1.3605,3,1029
6536,COc1cc2c3c(c4cc(OC)c(OC)c(OC)c4c2c(OC)c1OC)=[N+]1C(=C(c2c(C)cc(C)cc2C)c2cc4c5cc(OC)c(OC)c(OC)c5c5c(OC)c(OC)c(OC)cc5c4n2[B-]1(F)F)C=3,CC#N,718,755,Yes,970.824,C54H53BF2N2O12,8.654,-14.694,14,0,705.36,0.18602,127.37,-2.7292,13,19200
14267,CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(C)nn3-c3ccccc3)c12,ClCCl,403,452,Yes,412.492,C25H24N4O2,4.262,-6.744,6,0,315.21,0.17576,60.25,3.502,4,2479
7025,C(#Cc1ccccc1)c1ccccc1,CO,298,307,Yes,178.233,C14H10,3.8436,-2.652,0,0,162.82,0,0,-5.9141,1,343
14398,CC1=N/C(=C\c2cc(C#N)cc(N(C)C)c2)C(=O)N1C,CCCCCC,355,475,Yes,268.319,C15H16N4O,1.0147,-3.06,5,0,216.54,0.20878,59.7,0.65667,2,820
8299,COC1(OC)C2(Cl)c3nc4ccc(-c5cccs5)cc4nc3C1(Cl)C1C[C@@H]3[C@H](CC12)C1(Cl)c2nc4ccc(-c5cccs5)cc4nc2C3(Cl)C1(OC)OC,CCCCCC,358,424,Yes,838.662,C40H32Cl4N4O4S2,8.4314,-12.848,8,0,531.86,0.23427,144.96,-6.4175,6,10500
14790,CN(C)c1ccc(-c2cc(-c3ccc(C#N)cc3)nn2C)cc1,Cc1ccccc1,292,410,Yes,302.38,C19H18N4,2.9543,-4.748,4,0,249.53,0.14006,44.85,-0.33722,3,1304
6295,C(#Cc1ccncc1)C(C#Cc1ccncc1)=Cc1ccc(C=C(C#Cc2ccncc2)C#Cc2ccncc2)cc1,ClC(Cl)Cl,420,472,Yes,534.621,C38H22N4,7.8648,-8.208,4,0,475.96,0.092193,51.56,-4.2804,6,7373
2724,COC(=O)c1ccc(C2=C3C=c4sc(-c5cccs5)cc4=[N+]3[B-](F)(F)n3c2cc2sc(-c4cccs4)cc23)cc1,ClCCl,684,716,Yes,602.537,C29H17BF2N2O2S4,6.9356,-9.426,4,0,402.29,0.28044,152.93,-3.078,5,4944
3333,c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1,CCCCOCCCC,385,427,Yes,322.37,C21H14N4,4.9335,-4.501,4,0,247.46,0.16075,43.6,2.3607,2,1375
5743,CCCCC(CC)CN1C(=O)c2cccc3c(C#Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc(c23)C1=O,Cc1ccccc1,438,512,Yes,576.738,C40H36N2O2,9.863,-10.253,4,0,465.36,0.0713,40.62,-5.4404,10,7863
